STATION,NAME,DATE,ACMC,ACMH,ACSC,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/17/2019,,,,,5.37,,,0.75,,0,0,72,78,67,,,240,100,,,,,15,19.9,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/18/2019,,,,,5.14,,,0.26,,0,0,71,79,67,,,190,300,,,,,13,15,,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/19/2019,,,,,3.13,,,2.65,,0,0,73,83,67,,,330,330,,,,,18.1,23,,,1,,1,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/20/2019,,,,,11.63,,,0.02,,0,0,70,76,63,,,290,290,,,,,30,38,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/21/2019,,,,,7.16,,,0,,0,0,68,77,61,,,330,320,,,,,15,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/22/2019,,,,,6.26,,,0,,0,0,71,81,60,,,40,50,,,,,13,15,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/23/2019,,,,,5.82,,,0,,0,0,70,82,55,,,140,160,,,,,14.1,19,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/24/2019,,,,,9.4,,,1.2,,0,0,75,83,68,,,280,260,,,,,19.9,23.9,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/25/2019,,,,,10.07,,,0,,0,0,74,84,66,,,290,300,,,,,19.9,28,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/26/2019,,,,,6.71,,,0,,0,0,78,89,67,,,260,270,,,,,16.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/27/2019,,,,,5.59,,,0,,0,0,79,88,70,,,250,250,,,,,25.9,33.1,,,,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/28/2019,,,,,5.82,,,0,,0,0,78,91,69,,,190,280,,,,,14.1,19,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/29/2019,,,,,8.5,,,0,,0,0,80,92,68,,,290,230,,,,,19.9,23,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",6/30/2019,,,,,6.04,,,0,,0,0,82,90,70,,,350,10,,,,,17,23,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/1/2019,,,,,4.92,,,0,,0,0,77,89,64,,,170,180,,,,,14.1,17,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/2/2019,,,,,5.59,,,0.21,,0,0,83,94,69,,,320,300,,,,,28,33.1,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/3/2019,,,,,6.49,,,0.65,,0,0,74,85,69,,,10,10,,,,,18.1,23,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/4/2019,,,,,3.58,,,0,,0,0,74,86,67,,,140,230,,,,,8.9,13,,,1,1,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/5/2019,,,,,5.14,,,0.03,,0,0,80,91,71,,,200,100,,,,,15,18.1,,,1,,1,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/6/2019,,,,,4.7,,,0.28,,0,0,82,91,74,,,340,290,,,,,35.1,45,,,1,,1,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/7/2019,,,,,6.04,,,0.07,,0,0,78,88,71,,,350,320,,,,,17,21.9,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/8/2019,,,,,8.05,,,0,,0,0,76,86,67,,,360,50,,,,,14.1,23,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/9/2019,,,,,3.58,,,0,,0,0,76,89,64,,,20,60,,,,,8.9,13,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/10/2019,,,,,4.25,,,0,,0,0,81,91,70,,,230,220,,,,,13,17,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/11/2019,,,,,6.26,,,0.32,,0,0,82,90,75,,,310,210,,,,,19.9,23.9,,,,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/12/2019,,,,,5.14,,,0,,0,0,78,85,68,,,350,350,,,,,13,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/13/2019,,,,,4.03,,,0,,0,0,76,90,62,,,300,290,,,,,15,18.1,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/14/2019,,,,,5.14,,,0,,0,0,81,91,70,,,310,290,,,,,14.1,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/15/2019,,,,,5.37,,,0,,0,0,81,93,70,,,250,250,,,,,25.9,34,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/16/2019,,,,,8.05,,,0.23,,0,0,79,90,72,,,210,230,,,,,25.9,36.9,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/17/2019,,,,,7.38,,,0.52,,0,0,77,86,73,,,290,280,,,,,18.1,23.9,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/18/2019,,,,,3.8,,,0,,0,0,79,92,71,,,290,290,,,,,18.1,23,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/19/2019,,,,,8.05,,,0,,0,0,80,92,73,,,220,230,,,,,17,21.9,,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/20/2019,,,,,8.5,,,0,,0,0,85,94,75,,,250,260,,,,,21.9,30,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/21/2019,,,,,7.38,,,0.72,,0,0,84,94,73,,,190,170,,,,,23.9,34,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/22/2019,,,,,7.61,,,0.14,,0,0,75,77,67,,,310,310,,,,,18.1,23.9,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/23/2019,,,,,7.83,,,0,,0,0,69,80,59,,,310,310,,,,,21.9,28,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/24/2019,,,,,5.59,,,0,,0,0,68,80,58,,,60,360,,,,,15,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/25/2019,,,,,3.58,,,0,,0,0,70,82,57,,,60,50,,,,,10.1,19,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/26/2019,,,,,3.13,,,0,,0,0,73,85,60,,,120,120,,,,,12.1,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/27/2019,,,,,6.93,,,0,,0,0,76,87,62,,,240,220,,,,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/28/2019,,,,,8.5,,,0,,0,0,79,89,69,,,230,240,,,,,19.9,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/29/2019,,,,,9.17,,,0,,0,0,80,91,67,,,230,220,,,,,21,28,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/30/2019,,,,,6.71,,,0.05,,0,0,77,86,70,,,190,200,,,,,13,17,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",7/31/2019,,,,,4.92,,,0,,0,0,76,87,68,,,10,360,,,,,16.1,23,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/1/2019,,,,,7.16,,,0,,0,0,76,86,69,,,40,20,,,,,16.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/2/2019,,,,,6.49,,,0,,0,0,77,88,67,,,20,360,,,,,13,19,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/3/2019,,,,,5.59,,,0,,0,0,75,87,62,,,350,360,,,,,12.1,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/4/2019,,,,,3.58,,,0.71,,0,0,75,90,60,,,290,290,,,,,28,33.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/5/2019,,,,,4.7,,,0.01,,0,0,76,89,66,,,220,220,,,,,16.1,19.9,,,,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/6/2019,,,,,6.71,,,0.11,,0,0,77,87,68,,,230,230,,,,,29.1,36,,,,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/7/2019,,,,,5.82,,,0,,0,0,74,85,67,,,210,240,,,,,19.9,23.9,,,1,,1,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/8/2019,,,,,10.07,,,0.01,,0,0,76,89,64,,,260,240,,,,,28,36,,,,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/9/2019,,,,,6.04,,,0,,0,0,74,84,65,,,320,300,,,,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/10/2019,,,,,5.59,,,0,,0,0,71,84,59,,,360,350,,,,,15,21,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/11/2019,,,,,3.8,,,0,,0,0,72,85,57,,,140,140,,,,,14.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/12/2019,,,,,5.82,,,0,,0,0,76,87,63,,,210,200,,,,,14.1,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/13/2019,,,,,8.05,,,0.29,,0,0,77,85,71,,,250,250,,,,,18.1,23,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/14/2019,,,,,4.47,,,0,,0,0,76,86,68,,,190,190,,,,,18.1,21.9,,,1,,1,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/15/2019,,,,,7.61,,,0,,0,0,75,88,66,,,280,280,,,,,17,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/16/2019,,,,,4.25,,,0,,0,0,75,85,64,,,220,240,,,,,14.1,19.9,,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/17/2019,,,,,5.82,,,0,,0,0,77,90,67,,,280,270,,,,,18.1,23,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/18/2019,,,,,8.28,,,0.5,,0,0,81,94,68,,,300,300,,,,,38,42.9,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/19/2019,,,,,4.25,,,0,,0,0,78,89,65,,,30,10,,,,,13,17,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/20/2019,,,,,5.59,,,0.01,,0,0,80,92,71,,,240,230,,,,,25.1,32,,,,,1,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/21/2019,,,,,7.83,,,0,,0,0,76,86,69,,,230,210,,,,,16.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/22/2019,,,,,6.26,,,0.27,,0,0,74,81,68,,,230,230,,,,,18.1,23,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/23/2019,,,,,8.28,,,0,,0,0,70,76,58,,,10,10,,,,,17,23,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/24/2019,,,,,8.05,,,0,,0,0,66,79,55,,,80,60,,,,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/25/2019,,,,,8.72,,,0,,0,0,67,81,56,,,130,110,,,,,16.1,23,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/26/2019,,,,,10.07,,,0.61,,0,0,66,69,62,,,140,130,,,,,23.9,36.9,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/27/2019,,,,,6.71,,,0.76,,0,0,69,77,67,,,300,300,,,,,17,23,,,1,1,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/28/2019,,,,,8.28,,,0,,0,0,71,80,63,,,300,290,,,,,21.9,27.1,,,1,1,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/29/2019,,,,,6.93,,,0,,0,0,68,81,56,,,240,220,,,,,19.9,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/30/2019,,,,,6.71,,,0,,0,0,75,87,66,,,300,290,,,,,15,19,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",8/31/2019,,,,,6.49,,,0,,0,0,71,78,65,,,50,50,,,,,17,21,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/1/2019,,,,,5.59,,,0.55,,0,0,69,79,61,,,310,300,,,,,25.9,32,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/2/2019,,,,,4.03,,,0,,0,0,70,81,63,,,330,330,,,,,10.1,14.1,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/3/2019,,,,,6.93,,,0,,0,0,71,83,60,,,180,180,,,,,21.9,29.1,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/4/2019,,,,,7.61,,,0,,0,0,76,82,62,,,350,350,,,,,16.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/5/2019,,,,,7.83,,,0,,0,0,67,77,56,,,50,50,,,,,17,21,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/6/2019,,,,,6.04,,,0,,0,0,65,79,52,,,330,240,,,,,13,19,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/7/2019,,,,,7.16,,,0,,0,0,71,79,60,,,320,320,,,,,15,17,,,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/8/2019,,,,,3.8,,,0,,0,0,65,77,56,,,340,340,,,,,14.1,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/9/2019,,,,,3.58,,,0,,0,0,70,83,59,,,140,70,,,,,8.9,13,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/10/2019,,,,,5.37,,,0,,0,0,75,90,63,,,170,160,,,,,14.1,17,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/11/2019,,,,,6.26,,,0,,0,0,80,93,70,,,240,220,,,,,18.1,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/12/2019,,,,,5.37,,,0,,0,0,80,93,69,,,300,300,,,,,15,19.9,,,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/13/2019,,,,,8.5,,,0,,0,0,80,93,71,,,190,190,,,,,21,29.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/14/2019,,,,,7.61,,,0,,0,0,76,80,60,,,290,300,,,,,17,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/15/2019,,,,,3.58,,,0,,0,0,69,86,56,,,220,220,,,,,12.1,15,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/16/2019,,,,,6.26,,,0,,0,0,77,88,67,,,350,350,,,,,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/17/2019,,,,,7.61,,,0,,0,0,72,82,62,,,50,60,,,,,15,19,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/18/2019,,,,,8.28,,,0,,0,0,72,84,62,,,50,100,,,,,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/19/2019,,,,,8.95,,,0,,0,0,70,84,59,,,130,130,,,,,15,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/20/2019,,,,,6.26,,,0.02,,0,0,75,89,64,,,130,130,,,,,16.1,23,,,,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/21/2019,,,,,4.7,,,0.08,,0,0,74,85,67,,,290,290,,,,,23.9,27.1,,,1,,1,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/22/2019,,,,,7.61,,,0,,0,0,76,89,64,,,220,220,,,,,21.9,29.1,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/23/2019,,,,,11.18,,,0.04,,0,0,75,85,60,,,300,310,,,,,23,32,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/24/2019,,,,,3.13,,,0,,0,0,66,79,52,,,310,320,,,,,13,21,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/25/2019,,,,,6.26,,,0,,0,0,67,83,53,,,180,190,,,,,18.1,23.9,,,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/26/2019,,,,,8.05,,,0,,0,0,72,80,54,,,320,300,,,,,21,27.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/27/2019,,,,,5.82,,,0,,0,0,67,88,50,,,170,170,,,,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/28/2019,,,,,8.5,,,0.04,,0,0,78,91,66,,,320,320,,,,,19.9,27.1,,,,,1,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/29/2019,,,,,6.71,,,0.12,,0,0,72,82,65,,,130,140,,,,,13,17,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",9/30/2019,,,,,2.91,,,0,,0,0,76,92,67,,,300,310,,,,,13,17,,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/1/2019,,,,,6.04,,,0,,0,0,80,94,67,,,240,240,,,,,21,27.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/2/2019,,,,,8.05,,,0,,0,0,79,94,68,,,250,250,,,,,21.9,28,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/3/2019,,,,,11.18,,,0,,0,0,79,93,62,,,280,290,,,,,23,29.1,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/4/2019,,,,,10.96,,,0,,0,0,62,69,50,,,10,340,,,,,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/5/2019,,,,,6.04,,,0,,0,0,58,76,44,,,110,90,,,,,14.1,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/6/2019,,,,,7.16,,,0.19,,0,0,67,76,56,,,310,320,,,,,19.9,23.9,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/7/2019,,,,,2.24,,,0.07,,0,0,59,63,49,,,330,20,,,,,8.1,10.1,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/8/2019,,,,,5.82,,,0,,0,0,57,71,45,,,60,90,,,,,16.1,21,,,1,1,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/9/2019,,,,,5.82,,,0,,0,0,59,74,46,,,100,90,,,,,13,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/10/2019,,,,,4.92,,,0,,0,0,65,79,51,,,140,140,,,,,12.1,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/11/2019,,,,,8.72,,,0,,0,0,67,77,53,,,280,280,,,,,25.1,29.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/12/2019,,,,,10.51,,,0.08,,0,0,53,55,38,,,280,290,,,,,21,25.1,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/13/2019,,,,,6.93,,,0,,0,0,50,69,37,,,210,220,,,,,17,23,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/14/2019,,,,,5.37,,,0,,0,0,54,65,42,,,280,270,,,,,17,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/15/2019,,,,,6.49,,,0,,0,0,54,74,39,,,200,190,,,,,21,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/16/2019,,,,,16.11,,,0.27,,0,0,55,65,47,,,320,320,,,,,32,44.1,,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/17/2019,,,,,14.09,,,0,,0,0,49,58,42,,,320,300,,,,,21.9,30,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/18/2019,,,,,2.46,,,0,,0,0,49,61,36,,,260,20,,,,,8.1,13,,,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/19/2019,,,,,5.37,,,0,,0,0,50,67,37,,,140,140,,,,,12.1,15,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/20/2019,,,,,2.68,,,0,,0,0,60,76,48,,,150,330,,,,,6.9,10.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/21/2019,,,,,10.07,,,0.14,,0,0,63,74,53,,,240,250,,,,,23,31.1,,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/22/2019,,,,,12.08,,,0,,0,0,61,64,49,,,230,230,,,,,25.9,35.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/23/2019,,,,,9.62,,,0,,0,0,53,63,43,,,240,250,,,,,21,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/24/2019,,,,,5.82,,,0,,0,0,56,70,45,,,310,260,,,,,13,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/25/2019,,,,,3.36,,,0,,0,0,54,61,49,,,10,360,,,,,8.9,13,,,,,,,,,,1,,,,,,,,,,,,
